IGRP,PLANT,RFURB,RYR,ECP,SUMCAP,WINCAP,FUELTYPE,COOLTECH,UNITTECH,WATERSOURCE,FUELREG,HUC8,HUC8_QGIS,LAT,LON
2734,2562,1955,999912,HY,22.4,23.5,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.849,44.528
2735,2563,1924,999912,HY,3.9,5.4,HY,NA,HY,Surface,2,04150302_NY,04150302_NY,-75.074,44.222
2736,2564,1911,999912,HY,2.1,2,HY,NA,HY,Surface,2,04150406_NY,02010006_NY,-73.973,44.437
2737,2566,1924,999912,HY,1,1.2,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.419,43.324
2738,2568,1950,999912,HY,1.3,1.5,HY,NA,HY,Surface,2,04130001_NY,04130001_NY,-78.391,43.236
2739,2569,1983,999912,HY,10,9.7,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.421,43.323
2740,2571,1914,999912,HY,7.5,7.5,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.973,44.619
2741,2572,1924,999912,HY,4.4,4.6,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.651,44.022
2742,2573,1924,999912,HY,0.8,0.8,HY,NA,HY,Surface,2,04150302_NY,04150302_NY,-75.404,44.617
2743,2574,1928,999912,HY,8.8,8.8,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.496,43.444
2744,2575,1925,999912,HY,3.6,5.7,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.373,43.925
2745,2576,2003,999912,HY,6.3,6.4,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.933,44.531
2746,2578,1942,999912,HY,3,2.8,HY,NA,HY,Surface,2,04130001_NY,04130001_NY,-78.693,43.174
2747,2579,1912,999912,HY,6.2,6.3,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-74.765,43.06
2748,2580,1909,999912,HY,2.5,2.3,HY,NA,HY,Surface,2,02020003_NY,02020003_NY,-73.509,42.921
2749,2581,1921,999912,HY,4.8,5.2,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.797,44.012
2750,2582,1930,999912,HY,7.6,8,HY,NA,HY,Surface,2,04140102_NY,04140102_NY,-75.971,43.521
2751,2583,1940,999912,HY,0.9,0.9,HY,NA,HY,Surface,2,04150308_NY,04150307_NY,-74.306,44.877
2752,2586,1915,999912,HY,6.9,7.3,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.474,43.4
2753,2588,1929,999912,HY,7.5,8.1,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.136,43.872
2754,2589,1969,999912,CN,629.7,630,NU,RC,ST,Surface,2,04140102_NY,04140102_NY,-76.41,43.521
2755,2589,1987,999912,CN,1143.5,1155,NU,RC,ST,Surface,2,04140102_NY,04140102_NY,-76.41,43.521
2759,2590,1928,999912,HY,4.3,4.3,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.998,44.805
2760,2591,1928,999912,HY,2.1,2.1,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-75.004,44.744
2761,2594,1975,999912,ST,817,817,OL,OT,ST,Surface,2,04140101_NY,04140101_NY,-76.532,43.459
2762,2594,1979,999912,ST,817,817,OL,OT,ST,Surface,2,04140101_NY,04140101_NY,-76.532,43.459
2763,2595,1914,999912,HY,4.7,4.6,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.415,43.316
2764,2596,1914,999912,HY,2,2,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.417,43.316
2765,2597,1925,999912,HY,2.3,2,HY,NA,HY,Surface,2,04150306_NY,04150306_NY,-74.826,44.63
2766,2598,1957,999912,HY,2.8,2.8,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.566,44.233
2767,2599,1959,999912,HY,18.3,18.1,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-75.148,43.285
2768,2600,1956,999912,HY,24,23.8,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.823,44.518
2769,2601,1928,999912,HY,2,2.1,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.98,44.835
2770,2604,1912,999912,HY,3,3,HY,NA,HY,Surface,2,04150302_NY,04150302_NY,-75.196,44.268
2771,2605,1915,999912,HY,36.9,36.1,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-73.708,42.785
2772,2606,1908,999912,HY,15.9,16.2,HY,NA,HY,Surface,2,02020003_NY,02020003_NY,-73.599,42.899
2773,2607,1919,999912,HY,1.5,1.6,HY,NA,HY,Surface,2,02020003_NY,02020003_NY,-73.583,43.094
2774,2608,1925,999912,HY,2.1,2.3,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.894,43.978
2775,2609,2009,999912,HY,36.9,40,NN,NA,NN,Unknown,2,02020003_NY,02020003_NY,-73.709,43.28
2776,2610,1925,999912,HY,15.3,15.7,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.243,43.921
2777,2611,1954,999912,HY,19.8,20,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.883,44.513
2778,2612,1924,999912,HY,54.5,54.9,HY,NA,HY,Surface,2,02020003_NY,02020003_NY,-73.756,43.234
2779,2613,1957,999912,HY,23.3,24.5,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.761,44.455
2780,2614,1952,999912,HY,37.5,37.5,HY,NA,HY,Surface,2,02020002_NY,02020002_NY,-73.885,43.298
2781,2614,2013,999912,HY,2.5,2.5,NN,NA,NN,Unknown,2,02020002_NY,02020002_NY,-73.885,43.298
2782,2616,1924,999912,HY,4.1,4.1,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.974,44.642
2783,2617,1913,999912,HY,4.3,4.4,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.323,43.927
2784,2619,1919,999912,HY,25.9,21.9,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-75.157,43.276
2785,2621,1926,999912,HY,5.8,5.6,HY,NA,HY,Surface,2,04140203_NY,04140203_NY,-76.506,43.449
2786,2623,1921,999912,HY,3.7,3.6,HY,NA,HY,Surface,2,04130001_NY,04130001_NY,-78.239,43.327
2787,2624,1940,999912,HY,0.6,0.6,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-75,44.766
2788,2625,1972,999912,ST,753,756,NG,OT,ST,Surface,2,02030101_NY,02030101_NY,-73.969,41.204
2789,2627,1956,999912,HY,15.5,15.5,HY,NA,HY,Surface,2,02020007_NY,02020007_NY,-74.511,41.859
2790,2628,1972,999912,ET,33.1,43.8,NG,NA,CT,Surface,2,02030103_NY,02030103_NY,-74.165,41.127
2791,2630,1923,999912,HY,4,4,HY,NA,HY,Surface,2,02040104_NY,02040104_NY,-74.778,41.539
2792,2631,1927,999912,HY,10,10,HY,NA,HY,Surface,2,02040104_NY,02040104_NY,-74.758,41.463
2793,2632,1972,999912,ET,33,40,NG,NA,CT,Surface,2,02020007_NY,02020007_NY,-74.418,41.428
2794,2634,1939,999912,HY,7,7,HY,NA,HY,Surface,2,02040104_NY,02040104_NY,-74.783,41.572
2795,2638,1952,999912,HY,3,3,HY,NA,HY,Surface,2,04130003_NY,04130003_NY,-77.61,43.136
2796,2639,1960,999912,HY,8.5,8.5,HY,NA,HY,Surface,2,04130003_NY,04130003_NY,-77.615,43.161
2797,2640,1969,201112,ET,14.4,17.4,OL,NA,CT,Surface,2,04130003_NY,04130003_NY,-77.618,43.162
2798,2641,1918,999912,HY,43.8,43.8,NN,NA,NN,Unknown,2,04130003_NY,04130003_NY,-77.628,43.18
2799,2644,1969,999912,ET,14,19.2,NG,NA,CT,Surface,2,04130003_NY,04130003_NY,-77.66,43.151
2800,2646,1922,999912,HY,1,1,NN,NA,NN,Unknown,2,04130002_NY,04130002_NY,-78.087,42.504
2801,2678,1941,999912,ET,10.2,10.2,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.592,40.656
2802,2679,1973,999912,ET,16.8,18,OL,NA,CT,Ocean,2,02030202_NY,02030202_NY,-73.568,40.645
2803,2679,2004,999912,ET,49,49,NG,NA,CT,Ocean,2,02030202_NY,02030202_NY,-73.568,40.645
2804,2681,1997,999912,ET,8.6,8.7,NN,NA,NN,Unknown,2,02030202_NY,02030202_NY,-72.372,41.101
2805,2682,1951,999912,ST,45,45,NN,NN,NN,Surface,2,05010002_NY,05010002_NY,-79.242,42.092
2806,2682,2001,999912,ET,42,47,CL,RC,ST,Surface,2,05010002_NY,05010002_NY,-79.242,42.092
2807,2685,1924,999912,HY,10.2,12.4,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-73.712,42.776
2808,2686,1924,999912,HY,10.2,12,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-73.778,42.85
2809,2691,1973,999912,PS,290,290,NN,NA,NN,Unknown,2,02020005_NY,02020005_NY,-74.448,42.442
2810,2691,1973,999912,PS,290,290,NN,NA,NN,Unknown,2,02020005_NY,02020005_NY,-74.448,42.442
2811,2691,1973,999912,PS,290,290,NN,NA,NN,Unknown,2,02020005_NY,02020005_NY,-74.448,42.442
2812,2691,1973,999912,PS,290,290,NN,NA,NN,Unknown,2,02020005_NY,02020005_NY,-74.448,42.442
2813,2692,1961,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2814,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2815,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2816,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2817,2692,1961,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2818,2692,1961,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2819,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2820,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2821,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2822,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2823,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2824,2692,1962,999912,PS,20,20,NN,NA,NN,Unknown,2,04120104_NY,04120104_NY,-79.021,43.143
2825,2693,1961,999912,HY,2353.2,2353.2,HY,NA,HY,Surface,2,04130001_NY,04120104_NY,-79.039,43.143
2827,2695,1954,999912,ET,25.6,25.6,NG,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.638,40.633
2828,2695,1942,999912,ET,4.7,4.7,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.638,40.633
2829,2695,1954,999912,ET,3.2,3.2,NG,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.638,40.633
2830,2700,1924,999912,HY,6.3,6.3,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.875,43.975
2831,2706,1964,999912,C7,191,196,CL,PD,ST,Surface,12,06010105_NC,06010105_NC,-82.542,35.473
2833,2706,1971,999912,C7,185,187,CL,PD,ST,Surface,12,06010105_NC,06010105_NC,-82.542,35.473
2836,2706,1999,999912,ET,324,370,NG,NA,CT,Surface,12,06010105_NC,06010105_NC,-82.542,35.473
2837,2707,1912,999912,HY,22,27,HY,NA,HY,Surface,12,03040201_NC,03040104_NC,-79.878,34.983
2838,2707,1971,999912,ET,52,68,OL,NA,CT,Surface,12,03040201_NC,03040104_NC,-79.878,34.983
2839,2708,1923,999912,EC,18,24,NN,NN,NN,Surface,12,03030003_NC,03030002_NC,-79.049,35.595
2840,2708,1956,201210,H1,144,148,NN,NN,NN,Surface,12,03030003_NC,03030002_NC,-79.049,35.595
2841,2708,1958,201210,H1,172,175,NN,NN,NN,Surface,12,03030003_NC,03030002_NC,-79.049,35.595
2842,2709,1952,201210,H1,74,80,CL,RC,ST,Surface,12,03020201_NC,03020201_NC,-78.088,35.38
2843,2709,1951,201210,H1,68,80,CL,RC,ST,Surface,12,03020201_NC,03020201_NC,-78.088,35.38
2844,2709,1962,201210,H1,240,252,CL,PD,ST,Surface,12,03020201_NC,03020201_NC,-78.088,35.38
2845,2709,1968,201210,ET,75,96,NN,NA,NN,Unknown,12,03020201_NC,03020201_NC,-78.088,35.38
2846,2710,1985,999912,HY,4,4,HY,NA,HY,Surface,12,06010105_NC,06010105_NC,-82.735,35.811
2847,2711,1968,201210,ET,12,15,NN,NA,NN,Unknown,12,03020106_NC,03020106_NC,-76.722,34.732
2848,2712,1966,999912,C7,379,366,CL,PD,ST,Surface,12,03010103_NC,03010104_NC,-79.073,36.483
2850,2712,1968,999912,C7,659,662,CL,PD,ST,Surface,12,03010103_NC,03010104_NC,-79.073,36.483
2852,2712,1973,999912,C7,696,705,CL,PD,ST,Surface,12,03010103_NC,03010104_NC,-79.073,36.483
2854,2712,1980,999912,C7,698,711,CL,PD,ST,Surface,12,03010103_NC,03010104_NC,-79.073,36.483
2858,2713,1954,201312,C1,97,98,CL,PD,ST,Surface,12,03030005_NC,03030005_NC,-77.985,34.283
2859,2713,1955,201312,C1,90,95,CL,PD,ST,Surface,12,03030005_NC,03030005_NC,-77.985,34.283
2860,2713,1972,201312,C1,366,389,CL,PD,ST,Surface,12,03030005_NC,03030005_NC,-77.985,34.283
2861,2713,2013,999912,EC,625,717,CL,PD,ST,Surface,12,03030005_NC,03030005_NC,-77.985,34.283
2862,2713,1968,999912,ET,61,76,NN,NA,NN,Unknown,12,03030005_NC,03030005_NC,-77.985,34.283
2863,2714,1928,999912,HY,84,84,HY,NA,HY,Surface,12,03040105_NC,03040104_NC,-80.065,35.207
2864,2715,1930,999912,HY,112,112,HY,NA,HY,Surface,12,06010201_NC,06010106_NC,-83.05,35.694
2865,2716,1949,20119,H1,48,49,CL,PD,ST,Surface,12,03040203_NC,03040203_NC,-78.975,34.588
2866,2716,1950,20119,H1,48,49,CL,PD,ST,Surface,12,03040203_NC,03040203_NC,-78.975,34.588
2867,2716,1952,20119,H1,74,79,CL,PD,ST,Surface,12,03040203_NC,03040203_NC,-78.975,34.588
2868,2716,1970,999912,ET,129,164,OL,NA,CT,Surface,12,03040203_NC,03040203_NC,-78.975,34.588
2869,2718,1957,999912,C4,162,167,CL,OT,ST,Surface,12,03050102_NC,03050101_NC,-81.012,35.19
2871,2718,1957,999912,C4,162,167,CL,OT,ST,Surface,12,03050102_NC,03050101_NC,-81.012,35.19
2873,2718,1959,999912,C4,261,270,CL,OT,ST,Surface,12,03050102_NC,03050101_NC,-81.012,35.19
2875,2718,1960,999912,C4,276,282,CL,OT,ST,Surface,12,03050102_NC,03050101_NC,-81.012,35.19
2877,2718,1961,999912,C4,266,275,CL,OT,ST,Surface,12,03050102_NC,03050101_NC,-81.012,35.19
2879,2719,1919,999912,HY,31.5,31.5,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-81.837,35.743
2880,2720,1941,20115,H1,75,76,CL,OT,ST,Surface,12,03040103_NC,03040103_NC,-80.377,35.713
2881,2720,1942,20115,H1,38,39,CL,OT,ST,Surface,12,03040103_NC,03040103_NC,-80.377,35.713
2882,2720,1953,20135,C1,256,262,CL,OT,ST,Surface,12,03040103_NC,03040103_NC,-80.377,35.713
2883,2720,1953,20135,C1,256,262,CL,OT,ST,Surface,12,03040103_NC,03040103_NC,-80.377,35.713
2884,2720,1970,201210,ET,124,150,NN,NA,NN,Unknown,12,03040103_NC,03040103_NC,-80.377,35.713
2885,2720,2011,999912,EC,950,980,CL,OT,ST,Surface,12,03040103_NC,03040103_NC,-80.377,35.713
2886,2721,1940,201110,H1,38,39,CL,OT,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2887,2721,1940,201110,H1,38,39,CL,OT,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2888,2721,1948,201110,H1,61,62,CL,OT,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2889,2721,1948,201110,H1,61,62,CL,OT,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2890,2721,1972,999912,C7,552,556,CL,RC,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2892,2721,2012,999912,B5,825,825,CL,OT,ST,Surface,12,03050105_NC,03050105_NC,-81.759,35.22
2893,2722,1963,999912,HY,325.2,325.2,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-80.959,35.434
2894,2723,1949,20124,C1,67,69,CL,OT,ST,Surface,12,03010103_NC,03010103_NC,-79.721,36.486
2895,2723,1950,20124,C1,67,69,CL,OT,ST,Surface,12,03010103_NC,03010103_NC,-79.721,36.486
2896,2723,1955,20124,C1,142,145,CL,OT,ST,Surface,12,03010103_NC,03010103_NC,-79.721,36.486
2897,2723,1968,201210,ET,72,93,NN,NA,NN,Unknown,12,03010103_NC,03010103_NC,-79.721,36.486
2898,2723,2012,999912,EC,620,640,CL,OT,ST,Surface,12,03010103_NC,03010103_NC,-79.721,36.486
2899,2726,1915,999912,HY,27.9,27.9,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-81.089,35.758
2900,2727,1965,999912,C4,380,380,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.966,35.598
2902,2727,1966,999912,C4,380,380,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.966,35.598
2905,2727,1969,999912,C7,658,658,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.966,35.598
2908,2727,1970,999912,C4,660,660,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.966,35.598
2911,2728,1923,999912,HY,62,62,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-80.987,35.334
2912,2729,1928,999912,HY,40,40,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-81.192,35.821
2913,2730,1925,999912,HY,30,30,HY,NA,HY,Surface,12,03050101_NC,03050101_NC,-81.438,35.774
2914,2732,1969,201210,ET,42,60,NN,NA,NN,Unknown,12,03050101_NC,03050101_NC,-80.974,35.36
2915,2732,1952,20135,C1,94,96,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.974,35.36
2916,2732,1952,20135,C1,94,96,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.974,35.36
2917,2732,1954,20135,C1,133,136,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.974,35.36
2918,2732,1954,20135,C1,133,136,CL,OT,ST,Surface,12,03050101_NC,03050101_NC,-80.974,35.36
2919,2732,1969,201210,ET,42,50,NN,NA,NN,Unknown,12,03050101_NC,03050101_NC,-80.974,35.36
2920,2735,1996,999912,HY,5.4,5.4,HY,NA,HY,Surface,12,03050105_NC,03050105_NC,-82.192,35.387
2921,2736,1920,999912,HY,6.4,6.4,HY,NA,HY,Surface,12,03050105_NC,03050105_NC,-82.39,35.245
2922,2741,1954,999912,HY,9.5,9.5,HY,NA,HY,Surface,12,06010203_NC,06010203_NC,-83.072,35.24
2923,2743,1952,999912,HY,6.4,6.4,HY,NA,HY,Surface,12,06010203_NC,06010203_NC,-83.098,35.253
2924,2745,1925,999912,HY,1.1,1.1,NN,NA,NN,Unknown,12,06010202_NC,06010202_NC,-83.371,35.219
2925,2746,1924,999912,HY,1.8,1.8,HY,NA,HY,Surface,12,06020002_NC,06020002_NC,-83.926,35.065
2926,2747,1942,999912,HY,50,50,HY,NA,HY,Surface,12,06010202_NC,06010202_NC,-83.676,35.271
2927,2749,1955,999912,HY,9.8,9.8,HY,NA,HY,Surface,12,06010203_NC,06010203_NC,-83.003,35.214
2928,2750,1941,999912,HY,19.7,19.7,HY,NA,HY,Surface,12,06010203_NC,06010203_NC,-83.126,35.233
2929,2751,1950,999912,HY,2.5,2.5,HY,NA,HY,Surface,12,06010203_NC,06010203_NC,-83.128,35.247
2930,2756,1963,999912,HY,220,220,HY,NA,HY,Surface,12,03010204_NC,03010204_NC,-77.512,36.509
2931,2757,1971,201112,ET,31,45,OL,NA,CT,Surface,12,03010205_NC,03010205_NC,-75.699,36.067
2932,2758,1955,999912,HY,95,95,HY,NA,HY,Surface,12,03010204_NC,03010106_NC,-77.672,36.479
2933,2773,1927,999912,HY,3.6,3.6,HY,NA,HY,Surface,12,03050105_NC,03050105_NC,-82.177,35.455
2934,2778,1954,999912,HY,13.9,13.1,HY,NA,HY,Surface,12,06020002_NC,06020002_NC,-83.805,35.023
2935,2779,1945,999912,HY,304.2,304.2,HY,NA,HY,Surface,12,06010202_NC,06010204_NC,-83.805,35.451
2936,2780,1940,999912,HY,87.7,73.8,HY,NA,HY,Surface,12,06020002_NC,06020002_NC,-84.178,35.153
2937,2780,1956,999912,PS,86,67.5,HY,NA,OT,Surface,12,06020002_NC,06020002_NC,-84.178,35.153
2938,2783,1991,999912,ET,15,15,OL,NA,CT,Surface,12,03020105_NC,03020105_NC,-75.535,35.267
2939,2790,1954,999912,B1,29.5,29.5,CL,OT,ST,Surface,10,10130101_ND,10130101_ND,-100.883,46.867
2940,2790,1963,999912,C4,74.8,74.8,CL,OT,ST,Surface,10,10130101_ND,10130101_ND,-100.883,46.867
2941,2791,1953,20121,ET,9.6,10.6,NN,NA,NN,Unknown,10,10110101_ND,10110101_ND,-103.136,48.145
2942,2801,1976,999912,ET,44.1,44.1,NN,NA,NN,Unknown,10,10160003_ND,10160003_ND,-98.662,46.906
2943,2811,1937,999912,ET,4,4,NN,NA,NN,Unknown,10,09020310_ND,09020310_ND,-97.416,48.411
2944,2815,1956,999912,HY,508,508,HY,NA,HY,Surface,10,10130101_ND,10130101_ND,-101.004,47.002
2945,2817,1966,999912,C4,222,222,CL,OT,ST,Surface,10,10130101_ND,10130201_ND,-101.834,47.371
2948,2817,1975,999912,C4,445,445,CL,OT,ST,Surface,10,10130101_ND,10130201_ND,-101.834,47.371
2951,2821,1941,201212,ET,10.6,10.6,OL,NA,CT,Surface,10,09020109_ND,09020109_ND,-97.935,47.938
2952,2822,1947,201212,ET,3.2,3.2,OL,NA,CT,Groundwater,10,09020204_ND,09020204_ND,-96.998,46.999
2953,2823,1970,999912,C4,250,250,CL,PD,ST,Surface,10,10130101_ND,10130101_ND,-101.213,47.066
2956,2823,1977,999912,C4,447,455,CL,PD,ST,Surface,10,10130101_ND,10130101_ND,-101.213,47.066
2960,2824,1967,999912,B7,188.5,188.5,CL,OT,ST,Surface,10,10130201_ND,10130101_ND,-101.332,47.286
2962,2824,1986,999912,ET,1,1,NN,NA,NN,Unknown,10,10130101_ND,10130101_ND,-101.332,47.286
2963,2828,1967,999912,C7,580,580,CL,OT,ST,Surface,4,05030106_OH,05030106_OH,-80.649,40.252
2965,2828,1967,999912,C7,590,590,CL,OT,ST,Surface,4,05030106_OH,05030106_OH,-80.649,40.252
2967,2828,1977,999912,C7,630,630,CL,RC,ST,Surface,4,05030106_OH,05030106_OH,-80.649,40.252
2969,2830,1952,20125,C1,94,94,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2970,2830,1953,20154,C1,94,94,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2971,2830,1954,20154,C1,128,128,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2972,2830,1958,20154,C1,150,150,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2973,2830,1962,20154,C1,238,238,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2974,2830,1969,20154,C1,414,420,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2977,2830,1972,999912,ET,186.4,244.8,OL,NA,CT,Surface,4,05090201_OH,05090201_OH,-84.298,38.992
2978,2831,1965,999912,ET,106.2,129.5,NN,NA,NN,Unknown,4,05080002_OH,05080002_OH,-84.378,39.465
2979,2831,1969,999912,ET,30,42.8,NN,NA,NN,Unknown,4,05080002_OH,05080002_OH,-84.378,39.465
2980,2832,1960,20151,C1,163,163,CL,OT,ST,Surface,4,05090203_OH,05090203_OH,-84.804,39.113
2981,2832,1975,999912,C7,510,510,CL,RC,ST,Surface,4,05090203_OH,05090203_OH,-84.804,39.113
2985,2832,1978,999912,C7,510,510,CL,RC,ST,Surface,4,05090203_OH,05090203_OH,-84.804,39.113
2989,2832,1971,999912,ET,56.8,78,OL,NA,CT,Surface,4,05090203_OH,05090203_OH,-84.804,39.113
2990,2835,1958,20153,C1,244,244,CL,OT,ST,Surface,4,04120101_OH,04120200_OH,-80.77,41.909
2991,2836,1968,999912,ET,30,30,NN,NA,NN,Unknown,4,04110001_OH,04110001_OH,-82.053,41.503
2992,2836,1949,999912,C1,70,70,CL,OT,ST,Surface,4,04110001_OH,04110001_OH,-82.053,41.503
2993,2836,1970,999912,C1,640,640,CL,OT,ST,Surface,4,04110001_OH,04110001_OH,-82.053,41.503
2995,2837,1953,20153,C1,132,132,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.443,41.671
2996,2837,1953,20153,C1,132,132,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.443,41.671
2997,2837,1954,20153,C1,132,132,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.443,41.671
2998,2837,1956,20129,C1,240,240,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.443,41.671
2999,2837,1972,20129,C1,597,597,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.443,41.671
3000,2837,1973,999912,ET,24,29,NN,NA,NN,Unknown,4,04110003_OH,04110003_OH,-81.443,41.671
3001,2838,1962,20153,C1,245,245,CL,OT,ST,Surface,4,04110003_OH,04110003_OH,-81.642,41.536
3002,2838,1966,999912,ET,4,4,OL,NA,CT,Surface,4,04110003_OH,04110003_OH,-81.642,41.536
3003,2840,1962,201212,C1,165,165,CL,OT,ST,Surface,4,05040004_OH,05040004_OH,-81.881,40.184
3004,2840,1973,999912,C4,780,780,CL,RC,ST,Surface,4,05040004_OH,05040004_OH,-81.881,40.184
3013,2840,1976,999912,C4,375,375,CL,RC,ST,Surface,4,05040004_OH,05040004_OH,-81.881,40.184
3014,2840,1978,999912,C4,375,375,CL,RC,ST,Surface,4,05040004_OH,05040004_OH,-81.881,40.184
3015,2843,1955,201412,C1,95,100,CL,OT,ST,Surface,4,05060001_OH,05060001_OH,-83.01,39.793
3016,2847,1995,999912,ET,256,304,NG,NA,CT,Surface,4,05080002_OH,05080002_OH,-84.211,39.729
3017,2847,1967,999912,ET,10,10,OL,NA,CT,Surface,4,05080002_OH,05080002_OH,-84.211,39.729
3018,2848,1948,20156,C1,58,59,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3019,2848,1949,20156,C1,55,56,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3020,2848,1950,20156,C1,63,64,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3021,2848,1951,20136,C1,63,64,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3022,2848,1952,20156,C1,63,64,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3023,2848,1953,20156,C1,63,64,CL,OT,ST,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3024,2848,1968,999912,ET,25,33,NG,NA,CT,Surface,4,05080002_OH,05080002_OH,-84.292,39.609
3025,2850,1971,999912,C7,577,577,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-83.694,38.636
3031,2850,1970,999912,C7,577,577,CL,OT,ST,Surface,4,05090201_OH,05090201_OH,-83.694,38.636
