IGRP,PLANT,RFURB,RYR,ECP,SUMCAP,WINCAP,FUELTYPE,COOLTECH,UNITTECH,WATERSOURCE,FUELREG,HUC8,HUC8_QGIS,LAT,LON
6954,55517,2001,999912,ET,211.5,242.4,NG,NA,CT,Surface,1,01100004_CT,01100004_CT,-72.836,41.449
6955,55518,2003,999912,EC,742.6,768.6,NG,RC,CC,Surface,23,18090208_CA,18090208_CA,-117.364,34.595
6956,55522,2002,999912,ET,410,440,NG,NA,CT,Surface,21,15050100_AZ,15050100_AZ,-111.59,32.928
6958,55526,2003,999912,MS,10.2,10.2,BG,NA,CT,Surface,18,12040104_TX,12040104_TX,-95.242,29.952
6959,55534,2013,999912,ET,1.7,1.7,NN,NA,NN,Unknown,12,03050101_NC,03050101_NC,-81.729,35.738
6960,55534,1992,20135,ET,1.3,1.1,OL,NA,CT,Surface,12,03050101_NC,03050101_NC,-81.729,35.738
6961,55538,2001,999912,ET,33.6,34.6,NG,NA,CT,Surface,23,18070303_CA,18070303_CA,-117.117,33.126
6963,55541,2001,999912,ET,149.7,149.7,NG,NA,CT,Surface,23,18100201_CA,18100200_CA,-116.549,33.91
6964,55542,2001,999912,ET,99.8,99.8,NG,NA,CT,Surface,23,18070305_CA,18070305_CA,-116.944,32.567
6965,55544,2002,999912,ET,100,115.2,NG,NA,CT,Surface,22,18010204_OR,18010204_OR,-121.814,42.173
6966,55545,2000,999912,EC,470,518,NG,RC,CC,Surface,18,12110208_TX,12110208_TX,-98.176,26.342
6967,55551,2003,999912,MS,4,4,BG,NA,CT,Surface,18,12040203_TX,12040203_TX,-94.914,29.674
6968,55552,2003,999912,MS,4,4,BG,NA,CT,Surface,18,12040104_TX,12040104_TX,-95.254,29.811
6969,55554,2003,999912,MS,6.8,6.8,BG,NA,CT,Surface,18,12040204_TX,12040204_TX,-95.187,29.425
6970,55555,2003,20124,MS,3,3,BG,NA,CT,Surface,18,12040101_TX,12040101_TX,-95.411,30.338
6971,55556,2003,999912,MS,3.4,3.4,BG,NA,CT,Surface,18,12040103_TX,12040103_TX,-95.268,30.323
6972,55560,2001,999912,WN,176.9,176.9,WN,NA,WN,Surface,22,17070101_WA,17070101_WA,-118.917,46.06
6973,55561,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,10170202_MN,10170202_MN,-96.435,44.42
6974,55562,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020004_MN,10170202_MN,-96.436,44.429
6975,55563,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,10170202_MN,10170202_MN,-96.446,44.423
6976,55564,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020004_MN,10170202_MN,-96.43,44.428
6977,55565,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,10170202_MN,10170202_MN,-96.441,44.423
6978,55566,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,10170202_MN,10170202_MN,-96.433,44.413
6979,55567,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.199,44.208
6980,55568,2000,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,10170203_MN,10170203_MN,-96.279,44.226
6981,55569,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.238,44.236
6982,55570,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.233,44.236
6983,55571,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.213,44.213
6984,55572,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.219,44.228
6985,55573,2000,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.235,44.225
6986,55574,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,07020006_MN,07020006_MN,-96.225,44.23
6987,55576,2001,999912,WN,1.9,1.9,WN,NA,WN,Surface,8,09020106_MN,09020106_MN,-96.436,47.005
6988,55578,2001,999912,WN,1.3,1.3,WN,NA,WN,Surface,18,13040100_TX,13040100_TX,-105.986,31.704
6989,55579,2001,999912,WN,80,80,WN,NA,WN,Surface,18,11090106_TX,11090106_TX,-101.244,35.479
6990,55581,2001,999912,WN,278,278,WN,NA,WN,Surface,18,13070008_TX,13070008_TX,-102.242,31.209
6991,55584,1997,201012,MS,5.4,5.4,BG,NA,CT,Surface,1,01090004_MA,01090004_MA,-70.979,42.062
6992,55585,2000,20106,MS,2.7,2.7,BG,NA,CT,Surface,1,01090001_MA,01090001_MA,-71.08,42.181
6993,55586,1997,20106,MS,2.7,2.7,BG,NA,CT,Surface,1,01090004_MA,01090004_MA,-70.852,41.999
6994,55587,1993,999912,MS,2.7,2.7,BG,NA,CT,Surface,12,02080206_VA,02080206_VA,-77.37,37.511
6995,55588,1996,999912,MS,3.6,3.6,BG,NA,CT,Surface,18,12090301_TX,12090301_TX,-97.62,30.343
6996,55589,2000,999912,MS,6.2,6.6,BG,NA,CT,Surface,1,01090004_MA,01090004_MA,-71.109,41.753
6997,55590,1993,20121,MS,1.8,1.8,BG,NA,CT,Surface,1,01080204_MA,01080204_MA,-72.531,42.174
6998,55591,1996,20097,MS,1.8,1.8,BG,NA,CT,Surface,5,07090006_IL,07090006_IL,-89.104,42.108
6999,55592,1997,999912,MS,15.2,16.8,NN,NN,NN,Surface,5,07120004_IL,07120004_IL,-88.189,41.953
7000,55594,1997,20121,MS,1.6,1.6,BG,NA,CT,Surface,5,07120006_IL,07120006_IL,-88.139,42.08
7001,55595,1993,201012,MS,4.5,4.5,BG,NA,CT,Surface,5,04100001_MI,04100001_MI,-83.62,42.174
7002,55596,1996,999912,MS,23.8,26.3,NN,NN,NN,Groundwater,5,04090004_MI,04090004_MI,-83.558,42.395
7003,55597,1995,999912,MS,5,5.3,BG,NA,CT,Surface,5,04050003_MI,04050003_MI,-85.003,42.36
7004,55598,1996,999912,MS,13.6,15,NN,NN,NN,Surface,8,07040001_MN,07010206_MN,-93.043,44.782
7005,55599,1999,999912,MS,4.3,4.8,BG,NA,CT,Surface,12,03040105_NC,03040105_NC,-80.682,35.354
7006,55600,1992,20122,ET,42,47,NG,NA,CT,Surface,2,02050102_NY,02050103_NY,-75.928,42.107
7007,55601,1999,999912,MS,5.4,5.4,BG,NA,CT,Surface,23,18070301_CA,18070301_CA,-117.641,33.493
7008,55602,1999,999912,MS,3.6,3.6,BG,NA,CT,Surface,23,18070304_CA,18070304_CA,-117.196,32.882
7009,55603,2000,999912,MS,2.7,2.7,BG,NA,CT,Ocean,23,18060013_CA,18060013_CA,-119.94,34.438
7010,55604,1999,201112,MS,0.3,0.3,BG,NA,CT,Surface,2,02030103_NJ,02030103_NJ,-74.114,40.791
7011,55605,1999,999912,MS,3.6,3.6,BG,NA,CT,Surface,4,04110002_OH,04110002_OH,-81.469,41.376
7012,55607,1999,999912,WN,41.4,41.4,WN,NA,WN,Surface,19,10180004_WY,10180004_WY,-106.011,41.669
7013,55608,1999,999912,WN,1.8,1.8,WN,NA,WN,Surface,19,10180004_WY,10180004_WY,-106.011,41.669
7014,55609,1999,999912,WN,24.8,24.8,WN,NA,WN,Surface,19,10180004_WY,10180004_WY,-106.011,41.669
7015,55610,2000,999912,WN,16.8,16.8,WN,NA,WN,Surface,19,10180004_WY,10180004_WY,-106.011,41.669
7016,55611,1998,999912,ST,30,28,NN,NN,NN,Groundwater,4,05030101_OH,05030101_OH,-80.606,40.313
7017,55618,1998,999912,MS,6.6,8.2,BG,NA,CT,Surface,2,02040301_NJ,02030104_NJ,-74.108,40.252
7018,55620,2001,999912,ET,156,168,NG,RC,CC,Ocean,18,08040207_LA,08040207_LA,-92.018,32.691
7019,55620,2002,999912,EC,535,562,NG,RC,CC,Ocean,18,08040207_LA,08040207_LA,-92.018,32.691
7020,55622,2002,999912,ET,189,205,NG,NA,CT,Surface,20,16020204_UT,16020204_UT,-112.032,40.667
7021,55625,2003,999912,ET,45,45,NG,NA,CT,Groundwater,23,18020159_CA,18020109_CA,-121.855,38.242
7022,55626,2003,999912,ET,45,45,NG,NA,CT,Groundwater,23,18020159_CA,18050001_CA,-121.868,38.222
7023,55627,2003,999912,ET,45,45,NG,NA,CT,Groundwater,23,18020159_CA,18020109_CA,-121.843,38.227
7024,55640,2002,999912,ET,504,540,NG,NA,CT,Surface,5,05120109_IL,07120004_IL,-87.751,41.443
7025,55641,2004,999912,EC,595,649,NG,RC,CC,Groundwater,5,07090002_WI,07090001_WI,-89.034,42.583
7027,55645,2003,999912,ET,264,292,NG,NA,CT,Groundwater,20,10190003_CO,10190003_CO,-104.681,39.748
7029,55650,2002,999912,ET,114,114,NG,NA,CT,Surface,20,10190004_CO,10190004_CO,-105.226,39.857
7030,55651,2001,999912,ET,279,279,NG,NA,CT,Surface,18,11050002_OK,11050002_OK,-97.655,35.742
7031,55654,2001,999912,ET,88,88,NG,NA,CT,Surface,3,05020005_PA,02070004_PA,-77.686,39.867
7032,55655,2001,999912,ET,90,90,NG,NA,CT,Surface,18,11130302_OK,11130302_OK,-98.226,35.083
7033,55656,2005,999912,EC,637,655,NG,RC,CC,Surface,23,18030003_CA,18030012_CA,-118.844,34.956
7034,55656,2005,999912,EC,87,89,NG,RC,CC,Surface,23,18030003_CA,18030012_CA,-118.844,34.956
7035,55661,2002,999912,EC,525,561,NG,RC,CC,Surface,1,01060003_NH,01060003_NH,-70.806,43.105
7036,55662,2003,999912,EC,477,507,NG,DR,CC,Surface,22,17100103_WA,17100103_WA,-122.913,46.623
7037,55664,2003,999912,EC,514.401,558.6,NG,RC,CC,Surface,18,12010002_TX,12010002_TX,-94.437,32.396
7038,55667,2004,999912,EC,558.5,560.5,NG,RC,CC,Surface,3,02040105_PA,02040105_PA,-75.107,40.801
7039,55672,2002,999912,ET,576.4,660.4,NG,NA,CT,Groundwater,14,03070102_GA,03070102_GA,-82.861,33.119
7040,55684,1930,999912,HY,1.5,1.5,HY,NA,HY,Surface,5,07050002_WI,07050002_WI,-90.584,45.868
7041,55685,1923,999912,HY,1.2,1.2,HY,NA,HY,Surface,5,07050002_WI,07050002_WI,-90.447,45.916
7042,55687,2004,999912,EC,570,570,NG,DR,CC,Waste,20,16060015_NV,16060015_NV,-115.356,35.614
7043,55690,2002,999912,EC,1130,1080,NG,RC,CC,Surface,3,02040106_PA,02040106_PA,-75.314,40.618
7044,55694,2006,999912,EC,690,765,NG,RC,CC,Groundwater,17,08060201_MS,08060201_MS,-89.209,33.379
7045,55698,2001,999912,ET,91.8,97.4,NG,NA,CT,Groundwater,23,18030012_CA,18030012_CA,-119.647,36.269
7046,55699,2002,999912,ET,53.7,53.8,NG,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.761,40.611
7047,55700,2008,999912,EC,275.9,302.5,NG,RC,CC,Groundwater,22,17080003_WA,17080003_WA,-122.984,46.14
7049,55706,2003,999912,EC,766,800,NG,DR,CC,Groundwater,17,08060201_MS,08060201_MS,-89.42,33.288
7051,55710,2003,999912,EC,509,550,NG,RC,CC,Surface,3,05010009_PA,05010009_PA,-79.769,40.545
7052,55714,2005,999912,EC,641.5,701.3,NG,RC,CC,Surface,18,08040102_AR,08040102_AR,-92.832,34.43
7053,55718,2002,999912,ET,295.4,362,NG,NA,CT,Surface,5,04090001_MI,04090001_MI,-82.495,42.773
7054,55719,2001,999912,WN,66.6,66.6,NN,NA,NN,Unknown,23,18100200_CA,18100200_CA,-116.564,33.921
7056,55733,2005,999912,ET,164,171.9,NG,NA,CT,Surface,19,17050101_ID,17050101_ID,-115.666,43.147
7057,55734,2002,999912,WN,112,112,WN,NA,WN,Surface,7,11030003_KS,11030003_KS,-100.64,37.883
7058,55736,2003,999912,EC,1252,1296,NG,RC,CC,Surface,4,05090103_OH,05090103_OH,-82.783,38.573
7059,55738,2002,999912,ET,80,86,NG,NA,CT,Surface,12,05070202_VA,05070202_VA,-81.961,37.175
7060,55739,2001,999912,WN,49.8,49.8,WN,NA,WN,Surface,22,17070204_OR,17070204_OR,-120.204,45.237
7061,55740,2001,999912,WN,50,50,WN,NA,WN,Surface,19,10180010_WY,10180011_WY,-105.676,41.951
7062,55741,2001,999912,WN,29.7,29.7,WN,NA,WN,Surface,20,10190016_CO,10190012_CO,-103.115,40.962
7063,55742,2002,999912,WN,30,30,WN,NA,WN,Surface,5,07090002_WI,07090001_WI,-89.506,43.102
7064,55747,2001,999912,WN,82.5,82.5,WN,NA,WN,Surface,18,13070009_TX,13070009_TX,-102.813,30.813
7065,55748,2013,999912,EC,126.1,126.1,NG,NA,CT,Surface,23,18050003_CA,18050003_CA,-121.932,37.425
7066,55748,2003,999912,ET,180,180,NG,NA,CT,Surface,23,18050003_CA,18050003_CA,-121.932,37.425
7067,55749,2006,999912,B7,107,107,CL,RC,ST,Surface,19,10080015_MT,10080015_MT,-107.6,45.758
7068,55757,2001,999912,MS,5.6,5.6,BG,NA,CT,Surface,2,04130001_NY,04130001_NY,-78.984,43.209
7069,55759,1999,999912,MS,3.6,3.6,BG,NA,CT,Surface,5,07140101_IL,07140101_IL,-90.012,38.831
7070,55760,1999,999912,MS,0.9,0.9,BG,NA,CT,Surface,5,07130002_IL,07130002_IL,-88.852,41.092
7071,55761,1997,20099,MS,3,3,BG,NA,CT,Surface,5,07120003_IL,07120003_IL,-87.601,41.645
7072,55762,1999,999912,MS,2.7,2.7,BG,NA,CT,Surface,5,05120109_IL,05120109_IL,-87.611,40.1
7073,55763,1999,999912,MS,3.6,3.6,BG,NA,CT,Surface,5,07090007_IL,07090007_IL,-89.383,41.738
7074,55764,2000,999912,MS,3.6,3.6,BG,NA,CT,Surface,5,07080101_IL,07090005_IL,-90.376,41.537
7075,55765,2001,999912,MS,7.2,8.7,BG,NA,CT,Surface,3,02040105_PA,02040105_PA,-75.263,40.86
7076,55767,1997,201212,MS,0.9,0.9,BG,NA,CT,Surface,5,07120004_IL,07120004_IL,-88.05,41.685
7077,55769,2000,999912,WN,11.5,11.5,WN,NA,WN,Surface,2,02070010_NY,02050102_NY,-75.452,42.895
7078,55770,1997,999912,MS,6.4,6.4,BG,NA,CT,Surface,5,07090002_WI,07090001_WI,-89.254,43.045
7079,55772,1999,20094,MS,2.4,2.4,NN,NN,NN,Surface,22,17110019_WA,17110019_WA,-122.324,47.103
7080,55773,2012,999912,MS,8,8,BG,NA,CT,Surface,5,07120004_IL,07120004_IL,-88.032,42.321
7081,55774,2012,999912,MS,2,2,BG,NA,CT,Surface,5,07120005_IL,07120005_IL,-88.403,41.303
7082,55776,1996,999912,MS,0.8,0.8,BG,NA,CT,Surface,1,01080204_MA,01080204_MA,-72.111,42.419
7084,55779,1988,20126,MS,1.2,1.2,BG,NA,CT,Surface,1,01070006_NH,01070002_NH,-71.494,43.02
7085,55782,2001,999912,WN,1.5,1.5,WN,NA,WN,Surface,8,10170204_MN,10170204_MN,-95.856,43.755
7086,55786,2002,999912,ET,85,98,NG,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.293,40.786
7087,55787,2002,999912,ET,85,98,OL,NA,CT,Surface,2,02030201_NY,02030201_NY,-72.866,40.957
7088,55790,2001,999912,WN,30,30,WN,NA,WN,Surface,2,04140202_NY,04140202_NY,-75.839,42.939
7089,55795,2001,999912,WN,78,78,NN,NA,NN,Unknown,18,13070007_TX,13070007_TX,-102.196,31.293
7090,55796,2001,999912,WN,82,82,NN,NA,NN,Unknown,18,13070007_TX,13070007_TX,-102.196,31.293
7091,55801,2004,999912,EC,735.5,820.4,NG,RC,CC,Surface,3,02040202_PA,02040202_PA,-75.421,39.806
7092,55802,2008,999912,ET,144.3,150.2,NG,NA,CT,Surface,21,13020203_NM,13020203_NM,-106.759,34.658
7093,55803,2001,999912,WN,9,9,WN,NA,WN,Surface,3,05020006_PA,05020006_PA,-79.109,40.023
7094,55804,2001,999912,WN,80,80,WN,NA,WN,Surface,7,07080203_IA,07080203_IA,-93.417,43.383
7095,55805,2001,999912,WN,15,15,WN,NA,WN,Surface,3,05020006_PA,05020006_PA,-79.429,39.976
7096,55807,2002,999912,ET,92.4,96.1,NG,NA,CT,Surface,23,18030012_CA,18030012_CA,-119.904,36.239
7097,55809,2001,999912,WN,1.5,1.5,WN,NA,WN,Surface,8,10170204_MN,10170204_MN,-96.113,44.012
7098,55810,2001,999912,ET,135,135,NG,NA,CT,Groundwater,23,18060002_CA,18060002_CA,-121.536,36.999
7099,55811,2002,999912,ET,44,44.5,NG,NA,CT,Surface,23,18060005_CA,18060005_CA,-121.129,36.225
7100,55813,2002,999912,ET,45,45,NG,NA,CT,Surface,23,18020159_CA,18020106_CA,-121.639,39.139
7111,55855,2003,999912,ET,45,45,NG,NA,CT,Surface,23,18050001_CA,18050001_CA,-122.071,38.221
7130,55860,1990,999912,HY,2.4,2.3,HY,NA,HY,Surface,1,01100001_CT,01100001_CT,-71.878,41.811
7131,55866,2006,999912,ET,54,54,NG,NA,CT,Surface,19,17010201_MT,17010201_MT,-112.519,45.929
7132,55867,2007,999912,WD,55,55.1,BG,RC,ST,Groundwater,8,07020005_MN,07020005_MN,-95.629,45.322
7133,55871,2002,999912,WN,24,24,WN,NA,WN,Surface,22,17070204_OR,17070204_OR,-120.552,45.578
7134,55874,1973,999912,ET,40,50.3,NG,NA,CT,Surface,23,18030009_CA,18040001_CA,-120.578,36.653
7135,55875,2001,999912,ET,33.3,46.5,NG,NA,CT,Surface,23,18030012_CA,18030012_CA,-120.148,36.152
7137,55893,2001,999912,ET,6,6,NG,NA,CT,Ocean,15,03100206_FL,03100206_FL,-82.441,27.925
7138,55925,2002,999912,MS,6.4,6.4,BG,NA,CT,Surface,5,04030101_WI,04030101_WI,-87.949,44.112
7139,55927,2004,999912,EC,869,924,NN,NN,NN,Surface,12,03060109_SC,03060109_SC,-81.124,32.359
7141,55928,2001,999912,ET,5.4,5.4,OL,NA,CT,Surface,16,05130204_TN,05130107_TN,-85.744,35.705
7142,55928,2005,999912,WD,1.8,1.8,BG,NA,CT,Surface,16,05130204_TN,05130107_TN,-85.744,35.705
7143,55928,2001,999912,ET,14.4,14.4,OL,NA,CT,Surface,16,05130204_TN,05130107_TN,-85.744,35.705
7144,55929,2001,20118,ET,18,18,OL,NA,CT,Surface,16,05130107_TN,05130107_TN,-85.792,35.697
7145,55931,2000,999912,HY,3.3,3.3,NN,NA,NN,Unknown,20,10190005_CO,10190005_CO,-105.5,39.992
7146,55933,2012,999912,EC,320.1,342.2,NG,NA,CT,Surface,23,18040003_CA,18040003_CA,-121.491,37.711
7147,55934,2001,999912,ET,38,44,NG,NA,CT,Surface,23,18070203_CA,18070203_CA,-117.353,34.061
7148,55935,2001,999912,ET,38,44,NG,NA,CT,Surface,23,18070203_CA,18070203_CA,-117.353,34.061
7149,55936,2002,999912,ET,155.8,155.8,NG,NA,CT,Surface,5,07090005_IL,07090005_IL,-89.101,42.238
7150,55938,2003,999912,ET,325.6,375.4,NG,NA,CT,Groundwater,2,02040301_NJ,02040301_NJ,-74.167,40.063
7151,55944,2001,999912,WN,1.8,1.8,WN,NA,WN,Surface,5,04060105_MI,04060105_MI,-84.738,45.764
7152,55951,2003,999912,ET,40.8,47,NG,NA,CT,Waste,23,18070203_CA,18070203_CA,-117.36,34.041
7153,55952,2003,999912,EC,220,236,NN,NN,NN,Surface,20,15010015_NV,15010015_NV,-115.124,36.232
7154,55953,2001,999912,ET,3.2,3.2,OL,NA,CT,Surface,12,03010202_VA,03010202_VA,-76.939,36.679
7155,55954,1992,999912,ET,3.2,3.2,OL,NA,CT,Surface,12,03010202_VA,03010202_VA,-76.939,36.679
7156,55963,2003,999912,ET,46.1,46.1,NG,NA,CT,Groundwater,23,18040003_CA,18040003_CA,-121.791,38.014
7157,55965,2002,999912,EC,1143.2,1178.3,NG,RC,CC,Surface,14,03130002_GA,03130002_GA,-85.038,33.406
7158,55967,1988,999912,HY,7.7,7.4,HY,NA,HY,Surface,1,01020005_ME,01020005_ME,-68.633,44.917
7159,55968,2001,999912,WN,150,150,WN,NA,WN,Surface,18,12060102_TX,12060102_TX,-100.236,32.43
7160,55969,2003,999912,ET,52.9,55,OL,NA,CT,Surface,2,02030201_NY,02030202_NY,-72.377,41.106
7161,55970,2006,999912,EC,477,498.2,NN,NN,NN,Surface,23,18040013_CA,18040005_CA,-121.217,38.346
7162,55972,2003,999912,ET,323.2,295.4,NG,NA,CT,Surface,9,10200202_NE,10200202_NE,-95.964,40.948
7164,55976,2003,999912,EC,758,810,NG,DR,CC,Surface,3,02070009_PA,02070009_PA,-77.167,39.873
7165,55977,2005,999912,EC,65,67,NN,NN,NN,Surface,21,14080105_NM,14080104_NM,-108.215,36.716
7166,55980,2001,999912,WN,2,2,WN,NA,WN,Surface,8,10170204_MN,10170204_MN,-95.951,43.9
7167,55981,2001,999912,WN,2,2,WN,NA,WN,Surface,8,10170204_MN,10230003_MN,-95.047,43.505
7168,55983,2000,999912,GT,49,49,GT,RC,GS,Surface,23,18100204_CA,18100200_CA,-115.638,33.153
7169,55984,2000,999912,GT,10.9,10.9,GT,RC,GS,Surface,23,18100204_CA,18100200_CA,-115.511,33.167
7170,55985,2005,999912,EC,562,570,NG,RC,CC,Waste,23,18070303_CA,18070303_CA,-117.118,33.12
7171,55986,2002,999912,WN,66,66,WN,NA,WN,Surface,11,05020004_WV,05020004_WV,-79.537,39.183
7172,55987,2003,999912,ET,2,2,OL,NA,CT,Surface,18,11050003_OK,11050003_OK,-97.074,36.204
7173,55988,1984,999912,GT,2.5,3.5,GT,RC,GB,Surface,20,16050303_NV,16050303_NV,-119.165,38.984
7174,55989,2001,999912,WN,122.8,122.8,WN,NA,WN,Surface,22,17070102_OR,17070103_OR,-118.735,45.588
7175,55990,2001,999912,EC,23.4,28.6,NN,NN,NN,Surface,4,04110004_OH,04110003_OH,-80.765,41.89
7211,56054,2004,999912,WN,43,43,WN,NA,WN,Surface,8,07040004_MN,07040004_MN,-92.86,43.986
7212,56059,2002,999912,ET,1.8,1.8,OL,NA,CT,Surface,12,03030003_NC,03030003_NC,-79.986,35.927
7213,56060,2002,20129,ET,1.8,1.8,OL,NA,CT,Surface,12,03050101_NC,03050101_NC,-81.123,35.224
7214,56061,2002,20129,ET,1.8,1.8,OL,NA,CT,Surface,12,03050101_NC,03050101_NC,-81.133,35.223
7215,56062,2002,999912,ET,1.8,1.8,OL,NA,CT,Surface,12,03040102_NC,03040102_NC,-80.943,35.798
7216,56063,2002,999912,ET,1.8,1.8,OL,NA,CT,Surface,12,03050105_NC,03050105_NC,-81.523,35.304
7217,56064,2002,999912,ET,1.8,1.8,OL,NA,CT,Surface,12,03050101_NC,03050101_NC,-81.662,35.721
7218,56065,2002,201210,ET,1.8,1.8,OL,NA,CT,Surface,12,03050102_NC,03050102_NC,-81.228,35.575
7219,56066,2002,20129,ET,1.8,1.8,OL,NA,CT,Surface,12,03040103_NC,03040103_NC,-80.265,35.808
7220,56067,2002,999912,ET,1.8,1.8,OL,NA,CT,Surface,12,03040103_NC,03040103_NC,-80.249,35.831
7223,56069,2001,999912,MS,2.4,2.4,BG,NA,CT,Surface,5,04030201_WI,04030201_WI,-88.916,43.96
7224,56070,2001,999912,ET,49.8,49.8,OL,NA,CT,Surface,5,07090002_WI,07090001_WI,-89.382,43.093
7225,56072,1998,20124,ET,1,1,NN,NA,NN,Unknown,7,07080205_IA,07080205_IA,-91.697,42.045
7226,56073,1998,999912,ET,1,1,NN,NA,NN,Unknown,7,07080205_IA,07080205_IA,-91.711,42.028
7227,56074,2000,999912,ET,1.1,1.1,NN,NA,NN,Unknown,7,07080206_IA,07080206_IA,-91.638,41.924
7228,56075,2003,999912,WN,162,162,WN,NA,WN,Surface,23,18020163_CA,18020109_CA,-121.805,38.138
7229,56078,2006,999912,EC,269,269,NG,RC,CC,Waste,23,18040002_CA,18040002_CA,-120.896,37.488
7230,56079,1997,999912,WD,4,18,NN,NN,NN,Groundwater,18,08020303_AR,08020303_AR,-91.533,34.514
7231,56081,2003,999912,WN,74.3,74.3,WN,NA,WN,Surface,18,11130302_OK,11130302_OK,-98.555,35.091
7232,56092,2003,999912,WN,40.5,40.5,WN,NA,WN,Surface,10,10160009_SD,10160009_SD,-99.5,44.549
7233,56093,2003,999912,WN,144,144,WN,NA,WN,Surface,19,16010101_WY,14040108_WY,-110.556,41.287
7234,56094,2003,999912,WN,102,102,WN,NA,WN,Surface,18,11100301_OK,11130301_OK,-99.301,35.585
7235,56097,2003,999912,WN,204,204,WN,NA,WN,Surface,21,13060004_NM,13060004_NM,-103.979,34.738
7236,56098,2002,999912,ET,4,4,OL,NA,CT,Surface,10,09020109_ND,09020109_ND,-97.061,47.397
7237,56099,2003,999912,WN,61.5,61.5,WN,NA,WN,Surface,10,10160004_ND,10160004_ND,-98.741,46.259
7176,55991,2002,999912,GT,26.8,32.3,GT,RC,GS,Surface,20,16050203_NV,16050203_NV,-118.792,39.472
7177,55992,2002,999912,WN,160.5,160.5,WN,NA,WN,Surface,18,13070008_TX,13070008_TX,-102.087,30.918
7178,55995,2003,999912,WN,7.1,7.1,WN,NA,WN,Surface,10,09010008_ND,09010001_ND,-101.277,48.212
7179,55996,2003,999912,ET,6.1,6.1,NN,NA,NN,Unknown,7,07080205_IA,07080205_IA,-91.666,41.97
7180,55997,2003,999912,ET,23.2,23.2,NG,NA,CT,Surface,3,02070004_PA,02070004_PA,-77.667,39.911
7181,55998,1981,999912,ET,5,5,NN,NA,NN,Unknown,5,07030001_WI,07030001_WI,-92.373,46.004
7182,55999,2004,999912,ET,5.6,5.8,NG,NA,CT,Ocean,1,01090001_MA,01090001_MA,-71.004,42.415
7183,56001,2003,999912,WN,64.5,64.5,WN,NA,WN,Surface,3,02040103_PA,02040103_PA,-75.454,41.553
7184,56002,2002,999912,WN,3.8,3.8,WN,NA,WN,Surface,8,10170204_MN,10170204_MN,-96.304,43.556
7185,56004,2002,999912,ET,19,22,OL,NA,CT,Surface,12,02070005_VA,02070006_VA,-78.865,38.468
7186,56005,2002,999912,ET,13,17,OL,NA,CT,Surface,12,02070005_VA,02070005_VA,-78.898,38.401
7188,56010,2002,999912,WN,98,98,WN,NA,WN,Surface,7,07010204_IA,07080207_IA,-93.63,43.053
7189,56011,2002,999912,WN,41,41,WN,NA,WN,Surface,23,18100201_CA,18100200_CA,-116.735,33.917
7190,56012,2002,999912,WN,61.5,61.5,WN,NA,WN,Surface,23,18100201_CA,18100200_CA,-116.602,33.933
7191,56013,2004,999912,ET,140.1,140.1,NG,NA,CT,Groundwater,7,10240003_IA,10240003_IA,-94.922,41.524
7192,56015,2000,999912,ET,74,80,OL,NA,CT,Surface,14,03130008_GA,03130008_GA,-84.547,30.911
7193,56017,2002,999912,ET,42,44.8,NN,NA,NN,Unknown,22,17020016_WA,17020016_WA,-119.114,46.307
7194,56018,2004,999912,ET,95,96.6,NG,NA,CT,Surface,17,03150107_AL,03150107_AL,-86.283,33.166
7195,56022,2003,999912,ET,1.6,1.6,NN,NA,NN,Unknown,7,11030018_KS,11030018_KS,-96.99,37.228
7196,56025,2004,999912,ET,4,4,NN,NA,NN,Unknown,7,07080205_IA,07080205_IA,-92.466,42.182
7197,56026,2005,999912,EC,154,153,NG,RC,CC,Surface,23,18050003_CA,18050003_CA,-121.951,37.377
7198,56031,2006,999912,EC,545.9,635,NG,RC,CC,Surface,5,04030202_WI,04030204_WI,-88.209,44.32
7200,56032,2004,999912,ET,47.9,49.2,NN,NA,NN,Unknown,2,02030202_NY,02030202_NY,-73.568,40.644
7201,56038,2003,999912,ET,18.8,21.6,NG,NA,CT,Surface,13,02070010_MD,02070010_MD,-76.952,39.059
7202,56038,2003,999912,ST,2,5.1,NN,NN,NN,Surface,13,02070010_MD,02070010_MD,-76.952,39.059
